PCON24CD,Theme,Title,Value
E14000611,society,Educational attainment: GCSE A*-C English/Maths,70
E14000611,society,Educational attainment: KS2 Attainment,60
E14000611,society,Educational attainment: KS4 Attainment 8,48.2
E14000611,society,General Election: 12 December 2019,Con
E14000611,society,General Election: 7 May 2015,Con
E14000611,society,General Election: 8 June 2017,Lab
E14000611,society,School allocations per pupil (nominal),5368
E14000611,society,School allocations per pupil (real),5368
E14000611,society,Sexuality,91.1
E14000611,transport,Active travel: cycle at least once a month,8.9
E14000611,transport,Active travel: cycle at least once a week,4.7
E14000611,transport,Active travel: cycle three times a week,0
E14000611,transport,Active travel: walk at least once a month,75.5
E14000611,transport,Active travel: walk at least once a week,67.9
E14000611,transport,Active travel: walk three times a week,40.7
E14000611,transport,Distance travelled to work,5137
E14000611,transport,Road traffic accidents: all,91
E14000611,transport,Road traffic accidents: fatal,20
E14000612,economy,House price wage ratio,7.4303
E14000612,economy,Unemployment,0.039
E14000612,economy,Wages,33617
E14000612,energy,Efficiency of Housing,66
E14000612,energy,Fuel poverty,12.7
E14000612,environment,City and town classification,Village or smaller
E14000612,environment,Climate change: drought,1.625269
E14000612,environment,Climate change: heatwaves,7.395435
E14000612,environment,Climate change: rainfall,0.049331
E14000612,environment,Climate change: rainfall anomaly,0.372689
E14000612,environment,Climate change: temperature,3.152782
E14000612,environment,Climate change: warmest days,5.457702
E14000612,environment,Climate change: wettest days,8.64094
E14000612,health,Disability,0.187
E14000612,health,GP appointments: good overall experience of making an appointment,51.125
E14000612,health,GP appointments: not attended,4.394
E14000612,health,GP appointments: patients enabled to book and cancel online,32.917
E14000612,health,GP appointments: per patient,4.177
E14000612,health,GP appointments: satisfied with practice appointment times,43.909
E14000612,health,GP appointments: taking place within 14 days of booking,91.679
E14000612,health,GP appointments: taking place within 2 days of booking,59.768
E14000612,health,GPs: electronic prescription items,95.198
E14000612,health,GPs: patients enabled to order repeat prescriptions online,37.089
E14000612,society,EU referendum,0.545117526
E14000612,society,Educational attainment: GCSE A*-C English/Maths,61
E14000612,society,Educational attainment: KS2 Attainment,59
E14000612,society,Educational attainment: KS4 Attainment 8,43.7
E14000612,society,General Election: 12 December 2019,Con
E14000612,society,General Election: 7 May 2015,Lab
E14000612,society,General Election: 8 June 2017,Lab
E14000612,society,School allocations per pupil (nominal),5259
E14000612,society,School allocations per pupil (real),5259
E14000612,society,Sexuality,90.2
E14000612,transport,Active travel: cycle at least once a month,8.9
E14000612,transport,Active travel: cycle at least once a week,4.7
E14000612,transport,Active travel: cycle three times a week,0
E14000612,transport,Active travel: walk at least once a month,75.5
E14000612,transport,Active travel: walk at least once a week,67.9
E14000612,transport,Active travel: walk three times a week,40.7
E14000612,transport,Distance travelled to work,4664
E14000612,transport,Road traffic accidents: all,138
E14000612,transport,Road traffic accidents: fatal,39
E14000613,economy,House price wage ratio,10.4052
E14000613,economy,Unemployment,0.0227
E14000613,economy,Wages,34342
E14000613,energy,Efficiency of Housing,70
E14000613,energy,Fuel poverty,9.2
E14000613,environment,City and town classification,Small Town
E14000613,environment,Climate change: drought,3.450014
E14000613,environment,Climate change: heatwaves,21.25957
E14000613,environment,Climate change: rainfall,-0.10562
E14000613,environment,Climate change: rainfall anomaly,0.056851
E14000613,environment,Climate change: temperature,3.37003
E14000613,environment,Climate change: warmest days,6.814499
E14000613,environment,Climate change: wettest days,6.040862
E14000613,health,Disability,0.171
E14000613,health,GP appointments: good overall experience of making an appointment,60.563
E14000613,health,GP appointments: not attended,2.166
E14000613,health,GP appointments: patients enabled to book and cancel online,48.058
E14000613,health,GP appointments: per patient,5.876
E14000613,health,GP appointments: satisfied with practice appointment times,55.974
E14000613,health,GP appointments: taking place within 14 days of booking,88.352
E14000613,health,GP appointments: taking place within 2 days of booking,65.422
E14000613,health,GPs: electronic prescription items,62.738
E14000613,health,GPs: patients enabled to order repeat prescriptions online,53.086
E14000613,society,EU referendum,0.539924714
E14000613,society,Educational attainment: GCSE A*-C English/Maths,69
E14000613,society,Educational attainment: KS2 Attainment,56
E14000613,society,Educational attainment: KS4 Attainment 8,47.3
E14000613,society,General Election: 12 December 2019,Con
E14000613,society,General Election: 7 May 2015,Con
E14000613,society,General Election: 8 June 2017,Con
E14000613,society,School allocations per pupil (nominal),5160
E14000613,society,School allocations per pupil (real),5160
E14000613,society,Sexuality,90.9
E14000613,transport,Active travel: cycle at least once a month,13.2
E14000613,transport,Active travel: cycle at least once a week,7.7
E14000613,transport,Active travel: cycle three times a week,0
E14000613,transport,Active travel: walk at least once a month,81.4
E14000613,transport,Active travel: walk at least once a week,73.2
E14000613,transport,Active travel: walk three times a week,44.7
E14000613,transport,Distance travelled to work,7702
E14000613,transport,Road traffic accidents: all,146
E14000613,transport,Road traffic accidents: fatal,37
E14000614,economy,House price wage ratio,6.7857
E14000614,economy,Unemployment,0.0283
E14000614,economy,Wages,37227
E14000614,energy,Efficiency of Housing,63
E14000614,energy,Fuel poverty,17.1
E14000614,environment,City and town classification,Other City
E14000614,environment,Climate change: drought,2.862998
E14000614,environment,Climate change: heatwaves,6.375091
E14000614,environment,Climate change: rainfall,-0.11599
E14000614,environment,Climate change: rainfall anomaly,0.236684
E14000614,environment,Climate change: temperature,3.183544
E14000614,environment,Climate change: warmest days,6.060221
E14000614,environment,Climate change: wettest days,5.899487
E14000614,health,Disability,0.182
E14000614,health,GP appointments: good overall experience of making an appointment,59.859
E14000614,health,GP appointments: not attended,3.04
E14000614,health,GP appointments: patients enabled to book and cancel online,47.601
E14000614,health,GP appointments: per patient,6.033
E14000614,health,GP appointments: satisfied with practice appointment times,51.703
E14000614,health,GP appointments: taking place within 14 days of booking,91.164
E14000614,health,GP appointments: taking place within 2 days of booking,43.404
E14000614,health,GPs: electronic prescription items,98.632
E14000614,health,GPs: patients enabled to order repeat prescriptions online,56.089
E14000614,society,EU referendum,0.531642131
E14000614,society,Educational attainment: GCSE A*-C English/Maths,69
E14000614,society,Educational attainment: KS2 Attainment,62
E14000614,society,Educational attainment: KS4 Attainment 8,48.5
E14000614,society,General Election: 12 December 2019,Con
E14000614,society,General Election: 7 May 2015,Con
E14000614,society,General Election: 8 June 2017,Con
E14000614,society,School allocations per pupil (nominal),5399
E14000614,society,School allocations per pupil (real),5399
E14000614,society,Sexuality,89.8
E14000614,transport,Active travel: cycle at least once a month,7
E14000614,transport,Active travel: cycle at least once a week,5.5
E14000614,transport,Active travel: cycle three times a week,0
E14000614,transport,Active travel: walk at least once a month,73.2
E14000614,transport,Active travel: walk at least once a week,64.1
E14000614,transport,Active travel: walk three times a week,36.6
E14000614,transport,Distance travelled to work,4737
E14000614,transport,Road traffic accidents: all,175
E14000614,transport,Road traffic accidents: fatal,42
E14000615,economy,House price wage ratio,14.4476
E14000615,economy,Unemployment,0.0616
E14000615,economy,Wages,36722
E14000615,energy,Efficiency of Housing,70
E14000615,energy,Fuel poverty,10.6
E14000615,environment,City and town classification,Core City (London)
E14000615,environment,Climate change: drought,3.29532
E14000615,environment,Climate change: heatwaves,21.78907
E14000615,environment,Climate change: rainfall,-0.09819
E14000615,environment,Climate change: rainfall anomaly,0.096544
E14000615,environment,Climate change: temperature,3.506455
E14000615,environment,Climate change: warmest days,6.269651
E14000615,environment,Climate change: wettest days,8.17703
E14000615,health,Disability,0.142
E14000615,health,GP appointments: good overall experience of making an appointment,54.751
E14000615,health,GP appointments: not attended,7.053
E14000615,health,GP appointments: patients enabled to book and cancel online,33.07
E14000615,health,GP appointments: per patient,4.157
E14000615,health,GP appointments: satisfied with practice appointment times,51.514
E14000615,health,GP appointments: taking place within 14 days of booking,92.454
E14000615,health,GP appointments: taking place within 2 days of booking,58.819
E14000615,health,GPs: electronic prescription items,98.006
E14000615,health,GPs: patients enabled to order repeat prescriptions online,45.525
