PCON24CD,Theme,Title,Value,rank,count
E14001570,society,Heritage at Risk: building or structure,4.0,13.0,543
E14001570,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001570,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001570,society,MPs: Left vs Right,65.308,90.0,614
E14001570,society,Percentage of children affected by two-child limit,10.0,16.0,650
E14001570,society,Population,96083.0,486.0,650
E14001570,society,Population: by age,872.0,346.0,650
E14001570,society,Population: by group,52207.0,580.0,650
E14001570,society,Post offices,33.0,16.0,650
E14001570,society,Pubs,134.0,89.0,650
E14001570,transport,Bus stops,587.0,209.0,632
E14001570,transport,Bus stops per square km,0.77,485.0,632
E14001570,transport,Cars or vans by household,94.3,6.0,575
E14001570,transport,EV: combined charging availability,1793.0,20.0,650
E14001570,transport,EV: home charging,1550.0,14.0,650
E14001570,transport,EV: workplace charging points,194.0,34.0,650
E14001570,transport,Rail cancellations,1.4,66.0,632
E14001570,transport,Train stations,10.0,9.0,588
E14001570,transport,Train stations per square km,0.013,181.0,588
E14001570,transport,Tram and metro stops per square km,0.0,57.0,175
E14001571,economy,ATMs: total,104.0,57.0,649
E14001571,economy,Average download speeds,170.0,184.0,650
E14001571,economy,Below universal service obligation,0.0,26.0,650
E14001571,economy,Gigabit availability,96.0,17.0,650
E14001571,economy,House prices,245000.0,205.0,575
E14001571,economy,Receiving over 30 Mbps,89.6,36.0,650
E14001571,economy,Receiving under 10 Mbps,2.1,72.0,650
E14001571,economy,Superfast availability,99.5,5.0,650
E14001571,economy,Total income: median,25900.0,123.0,650
E14001571,economy,Total tax amount,257.0,243.0,650
E14001571,energy,Households off the gas grid,4.4,270.0,632
E14001571,environment,Ancient woodland,0.028,444.0,543
E14001571,environment,Countryside and Rights of Way,0.0,344.0,543
E14001571,environment,Green belt: percentage,,,342
E14001571,environment,Green belt: total,,,342
E14001571,society,Child poverty,31.5,121.0,650
E14001571,society,EU referendum using 2024 consituencies,0.6484442457,71.0,632
E14001571,society,Electorate,76669.0,49.0,649
E14001571,society,Fish and chip shops,22.0,23.0,650
E14001571,society,Foodbanks,2.0,6.0,650
E14001571,society,General Election (notional): 12 December 2019,,,0
E14001571,society,General Election: 4 July 2024,,,0
E14001571,society,Heritage at Risk: all,1.0,50.0,543
E14001571,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001571,society,Heritage at Risk: building or structure,0.0,17.0,543
E14001571,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001571,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001571,society,MPs: Left vs Right,42.566,268.0,614
E14001571,society,Percentage of children affected by two-child limit,11.0,15.0,650
E14001571,society,Population,113555.0,111.0,650
E14001571,society,Population: by age,1206.0,159.0,650
E14001571,society,Population: by group,68211.0,154.0,650
E14001571,society,Post offices,9.0,40.0,650
E14001571,society,Pubs,121.0,102.0,650
E14001571,transport,Bus stops,604.0,194.0,632
E14001571,transport,Bus stops per square km,6.59,259.0,632
E14001571,transport,Cars or vans by household,87.4,74.0,575
E14001571,transport,EV: combined charging availability,252.0,472.0,650
E14001571,transport,EV: home charging,200.0,404.0,650
E14001571,transport,EV: workplace charging points,0.0,202.0,650
E14001571,transport,Rail cancellations,3.5,45.0,632
E14001571,transport,Train stations,1.0,18.0,588
E14001571,transport,Train stations per square km,0.011,183.0,588
E14001571,transport,Tram and metro stops per square km,,,175
E14001572,economy,ATMs: total,34.0,127.0,649
E14001572,economy,Average download speeds,117.4,382.0,650
E14001572,economy,Below universal service obligation,0.2,24.0,650
E14001572,economy,Gigabit availability,69.3,218.0,650
E14001572,economy,House prices,360000.0,107.0,575
E14001572,economy,Receiving over 30 Mbps,80.6,125.0,650
E14001572,economy,Receiving under 10 Mbps,4.9,44.0,650
E14001572,economy,Superfast availability,93.8,60.0,650
E14001572,economy,Total income: median,28900.0,93.0,650
E14001572,economy,Total tax amount,314.0,196.0,650
E14001572,energy,Households off the gas grid,27.7,85.0,632
E14001572,environment,Ancient woodland,1.1152,269.0,543
E14001572,environment,Countryside and Rights of Way,1.075,109.0,543
E14001572,environment,Green belt: percentage,0.9,251.0,342
E14001572,environment,Green belt: total,580.0,211.0,342
E14001572,society,Child poverty,26.8,166.0,650
E14001572,society,EU referendum using 2024 consituencies,0.4843837574,423.0,632
E14001572,society,Electorate,69843.0,603.0,649
E14001572,society,Fish and chip shops,10.0,35.0,650
E14001572,society,Foodbanks,2.0,6.0,650
E14001572,society,General Election (notional): 12 December 2019,,,0
E14001572,society,General Election: 4 July 2024,,,0
E14001572,society,Heritage at Risk: all,27.0,24.0,543
E14001572,society,Heritage at Risk: archaeology,20.0,18.0,543
E14001572,society,Heritage at Risk: building or structure,2.0,15.0,543
E14001572,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001572,society,Heritage at Risk: place of worship,5.0,12.0,543
E14001572,society,MPs: Left vs Right,34.828,535.0,614
E14001572,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001572,society,Population,90307.0,626.0,650
E14001572,society,Population: by age,731.0,424.0,650
E14001572,society,Population: by group,48934.0,627.0,650
E14001572,society,Post offices,21.0,28.0,650
E14001572,society,Pubs,165.0,62.0,650
E14001572,transport,Bus stops,743.0,112.0,632
E14001572,transport,Bus stops per square km,1.11,465.0,632
E14001572,transport,Cars or vans by household,93.8,11.0,575
E14001572,transport,EV: combined charging availability,1226.0,70.0,650
E14001572,transport,EV: home charging,988.0,63.0,650
E14001572,transport,EV: workplace charging points,140.0,73.0,650
E14001572,transport,Rail cancellations,2.9,51.0,632
E14001572,transport,Train stations,1.0,18.0,588
E14001572,transport,Train stations per square km,0.001,193.0,588
E14001572,transport,Tram and metro stops per square km,,,175
E14001573,economy,ATMs: total,69.0,92.0,649
E14001573,economy,Average download speeds,173.7,167.0,650
E14001573,economy,Below universal service obligation,0.0,26.0,650
E14001573,economy,Gigabit availability,78.0,164.0,650
E14001573,economy,House prices,427000.0,77.0,575
E14001573,economy,Receiving over 30 Mbps,89.1,41.0,650
E14001573,economy,Receiving under 10 Mbps,3.2,61.0,650
E14001573,economy,Superfast availability,97.9,21.0,650
E14001573,economy,Total income: median,32500.0,59.0,650
E14001573,economy,Total tax amount,531.0,83.0,650
E14001573,energy,Households off the gas grid,11.2,205.0,632
E14001573,environment,Ancient woodland,5.4756,57.0,543
E14001573,environment,Countryside and Rights of Way,0.0,344.0,543
E14001573,environment,Green belt: percentage,76.2,25.0,342
E14001573,environment,Green belt: total,8220.0,61.0,342
E14001573,society,Child poverty,18.6,240.0,650
E14001573,society,EU referendum using 2024 consituencies,0.5275240158,331.0,632
E14001573,society,Electorate,74535.0,233.0,649
E14001573,society,Fish and chip shops,6.0,39.0,650
E14001573,society,Foodbanks,4.0,4.0,650
E14001573,society,General Election (notional): 12 December 2019,,,0
E14001573,society,General Election: 4 July 2024,,,0
E14001573,society,Heritage at Risk: all,4.0,47.0,543
E14001573,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001573,society,Heritage at Risk: building or structure,4.0,13.0,543
E14001573,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001573,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001573,society,MPs: Left vs Right,39.247,399.0,614
E14001573,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001573,society,Population,114181.0,103.0,650
E14001573,society,Population: by age,1211.0,155.0,650
E14001573,society,Population: by group,72197.0,116.0,650
E14001573,society,Post offices,16.0,33.0,650
E14001573,society,Pubs,81.0,142.0,650
E14001573,transport,Bus stops,513.0,269.0,632
E14001573,transport,Bus stops per square km,4.75,297.0,632
E14001573,transport,Cars or vans by household,86.8,78.0,575
E14001573,transport,EV: combined charging availability,1057.0,111.0,650
E14001573,transport,EV: home charging,676.0,147.0,650
E14001573,transport,EV: workplace charging points,161.0,56.0,650
E14001573,transport,Rail cancellations,2.5,55.0,632
E14001573,transport,Train stations,5.0,14.0,588
E14001573,transport,Train stations per square km,0.046,148.0,588
E14001573,transport,Tram and metro stops per square km,,,175
S14000111,economy,ATMs: total,43.0,118.0,649
S14000111,economy,Average download speeds,78.9,485.0,650
S14000111,economy,Below universal service obligation,2.4,6.0,650
S14000111,economy,Gigabit availability,35.7,321.0,650
S14000111,economy,Receiving over 30 Mbps,75.4,162.0,650
S14000111,economy,Receiving under 10 Mbps,7.4,22.0,650
S14000111,economy,Superfast availability,87.1,98.0,650
S14000111,economy,Total income: median,34200.0,44.0,650
S14000111,economy,Total tax amount,514.0,90.0,650
S14000111,energy,Households off the gas grid,45.3,24.0,632
S14000111,society,Child poverty,13.0,273.0,650
S14000111,society,EU referendum using 2024 consituencies,0.3908426693,550.0,632
S14000111,society,Electorate,73634.0,288.0,649
S14000111,society,Fish and chip shops,14.0,31.0,650
S14000111,society,Foodbanks,1.0,7.0,650
S14000111,society,General Election (notional): 12 December 2019,,,0
S14000111,society,General Election: 4 July 2024,,,0
S14000111,society,MPs: Left vs Right,68.479,54.0,614
S14000111,society,Percentage of children affected by two-child limit,4.0,22.0,650
S14000111,society,Population,97491.0,452.0,650
S14000111,society,Population: by age,832.0,369.0,650
S14000111,society,Population: by group,56176.0,462.0,650
S14000111,society,Post offices,31.0,18.0,650
S14000111,society,Pubs,45.0,178.0,650
S14000111,transport,Bus stops,790.0,97.0,632
S14000111,transport,Bus stops per square km,0.24,511.0,632
S14000111,transport,EV: combined charging availability,1179.0,77.0,650
S14000111,transport,EV: home charging,958.0,65.0,650
S14000111,transport,EV: workplace charging points,131.0,81.0,650
S14000111,transport,Rail cancellations,1.7,63.0,632
S14000111,transport,Train stations,3.0,16.0,588
S14000111,transport,Train stations per square km,0.001,193.0,588
S14000111,transport,Tram and metro stops per square km,,,175
E14001574,economy,ATMs: total,101.0,60.0,649
E14001574,economy,Average download speeds,154.5,256.0,650
E14001574,economy,Below universal service obligation,0.0,26.0,650
E14001574,economy,Gigabit availability,85.8,109.0,650
E14001574,economy,House prices,210000.0,234.0,575
E14001574,economy,Receiving over 30 Mbps,87.1,61.0,650
E14001574,economy,Receiving under 10 Mbps,5.1,42.0,650
E14001574,economy,Superfast availability,98.7,13.0,650
E14001574,economy,Total income: median,24300.0,139.0,650
E14001574,economy,Total tax amount,163.0,334.0,650
E14001574,energy,Households off the gas grid,6.2,252.0,632
E14001574,environment,Ancient woodland,0.1421,417.0,543
E14001574,environment,Countryside and Rights of Way,0.0,344.0,543
E14001574,environment,Green belt: percentage,23.0,157.0,342
E14001574,environment,Green belt: total,810.0,200.0,342
E14001574,society,Child poverty,48.2,21.0,650
E14001574,society,EU referendum using 2024 consituencies,0.6783872418,38.0,632
E14001574,society,Electorate,72206.0,385.0,649
E14001574,society,Fish and chip shops,26.0,19.0,650
E14001574,society,Foodbanks,2.0,6.0,650
E14001574,society,General Election (notional): 12 December 2019,,,0
E14001574,society,General Election: 4 July 2024,,,0
E14001574,society,Heritage at Risk: all,3.0,48.0,543
E14001574,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001574,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001574,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001574,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001574,society,MPs: Left vs Right,32.8,567.0,614
E14001574,society,Percentage of children affected by two-child limit,15.0,11.0,650
E14001574,society,Population,111975.0,120.0,650
E14001574,society,Population: by age,1382.0,87.0,650
E14001574,society,Population: by group,67736.0,169.0,650
E14001574,society,Post offices,17.0,32.0,650
E14001574,society,Pubs,95.0,128.0,650
E14001574,transport,Bus stops,506.0,274.0,632
E14001574,transport,Bus stops per square km,14.29,133.0,632
E14001574,transport,Cars or vans by household,79.9,136.0,575
E14001574,transport,EV: combined charging availability,441.0,368.0,650
E14001574,transport,EV: home charging,270.0,359.0,650
E14001574,transport,EV: workplace charging points,113.0,97.0,650
E14001574,transport,Rail cancellations,1.8,62.0,632
E14001574,transport,Train stations,2.0,17.0,588
E14001574,transport,Train stations per square km,0.056,140.0,588
E14001574,transport,Tram and metro stops per square km,0.17,41.0,175
E14001575,economy,ATMs: total,50.0,111.0,649
E14001575,economy,Average download speeds,82.7,477.0,650
E14001575,economy,Below universal service obligation,0.3,23.0,650
E14001575,economy,Gigabit availability,53.9,277.0,650
E14001575,economy,House prices,355000.0,110.0,575
E14001575,economy,Receiving over 30 Mbps,77.8,147.0,650
E14001575,economy,Receiving under 10 Mbps,4.6,47.0,650
E14001575,economy,Superfast availability,95.6,44.0,650
E14001575,economy,Total income: median,28600.0,96.0,650
E14001575,economy,Total tax amount,304.0,204.0,650
E14001575,energy,Households off the gas grid,37.8,46.0,632
E14001575,environment,Ancient woodland,2.2733,166.0,543
E14001575,environment,Countryside and Rights of Way,0.1534,199.0,543
E14001575,environment,Green belt: percentage,,,342
E14001575,environment,Green belt: total,,,342
E14001575,society,Child poverty,27.0,164.0,650
E14001575,society,EU referendum using 2024 consituencies,0.5019573064,392.0,632
E14001575,society,Electorate,75390.0,164.0,649
E14001575,society,Fish and chip shops,38.0,7.0,650
E14001575,society,Foodbanks,4.0,4.0,650
E14001575,society,General Election (notional): 12 December 2019,,,0
E14001575,society,General Election: 4 July 2024,,,0
E14001575,society,Heritage at Risk: all,74.0,7.0,543
E14001575,society,Heritage at Risk: archaeology,65.0,6.0,543
E14001575,society,Heritage at Risk: building or structure,6.0,11.0,543
E14001575,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001575,society,Heritage at Risk: place of worship,2.0,15.0,543
E14001575,society,MPs: Left vs Right,49.775,139.0,614
E14001575,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001575,society,Population,94743.0,534.0,650
E14001575,society,Population: by age,629.0,455.0,650
E14001575,society,Population: by group,48120.0,630.0,650
E14001575,society,Post offices,42.0,9.0,650
E14001575,society,Pubs,221.0,23.0,650
E14001575,transport,Bus stops,778.0,100.0,632
